name,retail_price,shortDescription,longDescription,brandName,thumbnailImage,mediumImage,largeImage,color,tag
"Fresh Grape Tomato, 10 oz Package",9.02,"Fresh grape tomatoes are a quick and flavorful addition to any homemade meal. Perfect for mixing into a fresh salad, adding into a pasta dish, or enjoying on their own, this fresh produce item provides marvelous texture, vibrant color, and an amazingly smooth taste that easily compliments your recipes. Juicy and delicious, grape tomatoes are known for their beautiful bright red color, thick skin, low water content, and long shelf-life. They're low in calories, are a good source of fiber, and contain vitamins A and C, lycopene and other vitamins and minerals, which means on top of bringing exceptional flavor and texture depth to the table, they also offer essential nutrients to lend themselves as a wholesome ingredient to any culinary creation. Whether you're looking for a quick and healthy snack or a deliciously easy ingredient to add to a meal, these Grape Tomatoes are the perfect choice.","Wholesome, versatile, and delicious Sweet, juicy flavor in each bite Ideal ingredient for a variety of dishes Perfect for salads, pasta salads, flatbreads, omelets, and healthy snacking Add to party trays or school lunches Delicious and nutritious Fresh produce in a convenient package Store at room temperature for best results",Fresh Produce,https://i5.walmartimages.com/asr/d889aac0-b18c-44d2-a583-9f74b4b3ae93.00b4d994b555cf1bf9b4fc8ac3d457d4.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/d889aac0-b18c-44d2-a583-9f74b4b3ae93.00b4d994b555cf1bf9b4fc8ac3d457d4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/d889aac0-b18c-44d2-a583-9f74b4b3ae93.00b4d994b555cf1bf9b4fc8ac3d457d4.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,Other,produce
"Fresh Produce, Baby Peeled Carrots, 1lb Bag",1.17,"Fresh Produce, Baby Peeled Carrots, 1lb Bag is a great addition to your shopping list. Add color and nutrition to your diet with fresh baby peel carrots. Carrots are a great source of beta carotene, fiber, vitamin K1, potassium, and antioxidants. Washed and ready to eat with no preservatives, keep a bag of these baby peeled carrots on hand to add to any meal at a moment’s notice. Add this nutritional powerhouse to all kinds of recipes to add a delicious dose of vitamins and minerals. Add to your award-winning lasagna recipe, use as an ingredient for a delicious salad, favorite recipe or eat as a healty snack. You’ll be serving up an extra-nutritious meal that nobody will object to! Also known as Zanahoria baby pelada 1lb, qù pí xiǎo húluóbo 1 bàng, Chhili hui baby gajar 1 paaund and jazar sagheer muqashar 1 ratl around the world","Fresh Produce, Baby Peeled Carrots, 1lb Bag Great as a healthy snack, adding to your recipes or salads Already peeled and cut in a 1lb bag Also known as Zanahoria baby pelada 1lb, qù pí xiǎo húluóbo 1 bàng, Chhili hui baby gajar 1 paaund and jazar sagheer muqashar 1 ratl around the world",Fresh Produce,https://i5.walmartimages.com/asr/617f9288-f283-4bd4-9fc3-a7b94d7921dd.42e63e092f287d858a59ae2dde00917a.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/617f9288-f283-4bd4-9fc3-a7b94d7921dd.42e63e092f287d858a59ae2dde00917a.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/617f9288-f283-4bd4-9fc3-a7b94d7921dd.42e63e092f287d858a59ae2dde00917a.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Fresh Baby-Cut Carrots, 2 lb Bag",2.72,"Snack healthfully with Fresh Baby-Cut Carrots. When you work sunup to sundown like we do, it’s tough to find time for a snack. We cut these so you can perfectly enjoy a crunchy, delicious treat filled with vitamin A, wherever you go. These carrots are harvested at the peak of ripeness, then cleaned, bagged, and rushed to your store to provide you the optimum freshness and quality. Why you should eat more carrots: Carrots are one of nature's best sources of nutrients, rich in Vitamin A with antioxidant beta-carotene. Carrots provide dietary fiber and potassium. Health agencies recommend that you eat five or more servings of fruits and vegetables, which include carrots, every day for good health. Enjoy the delicious flavor and healthy crunch of Fresh Baby-Cut Carrots.","Fresh Baby-Cut Carrots 35 calories per serving Rich in vitamin A 2-pound bag Also known as Zanahoria 2#, Carrot 2#, Jazar and Gajar around the world",Fresh Produce,https://i5.walmartimages.com/asr/7e8ec89d-158d-41d7-9dd4-aada713d1227.bda0fd4fa50396bc2205c1ca2e38ea75.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/7e8ec89d-158d-41d7-9dd4-aada713d1227.bda0fd4fa50396bc2205c1ca2e38ea75.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/7e8ec89d-158d-41d7-9dd4-aada713d1227.bda0fd4fa50396bc2205c1ca2e38ea75.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Fresh Whole White Mushrooms, 16 oz",3.08,"Add flavor and texture to your meals with the Whole White Mushrooms. This versatile ingredient is perfect for a variety of dishes, whether its for breakfast, lunch, or dinner. Mince some up and put them in your omelet with peppers and ham for a filling breakfast. Slice them and add them to a healthy salad for lunch or stuff them with cream cheese, parmesan, and sharp cheddar cheese for a delicious, mouthwatering meal. White mushrooms are an excellent source of riboflavin and are naturally fat-free, cholesterol-free, and are low in calories and sodium. Enjoy the delicious taste of Whole White Mushrooms any way you prepare them.","Adds flavor and textures to your meals Great for breakfast, lunch, or dinner Mince them for an omelet, slice them for a salad, or stuff them with cheese Naturally fat-free and cholesterol-free Low in sodium and calories",Monterey,https://i5.walmartimages.com/asr/c6ac36b6-b0cc-4537-9403-8faec5c34662.f3f073daba1ab55fc0c4c19b840bfcac.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/c6ac36b6-b0cc-4537-9403-8faec5c34662.f3f073daba1ab55fc0c4c19b840bfcac.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/c6ac36b6-b0cc-4537-9403-8faec5c34662.f3f073daba1ab55fc0c4c19b840bfcac.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Whole Fresh Red Potatoes, 10 lb Bag",6.94,"Experience the versatile and flavorful goodness of our 10 lb bag of premium Red Potatoes. These fresh, hand-selected beauties boast a tender, smooth texture and a subtly sweet taste, making them a perfect choice for a wide range of dishes. Ideal for roasting, boiling, mashing, or creating a stunning potato salad, these ruby-red gems will elevate your culinary game. Rich in essential nutrients and naturally gluten-free, our Red Potatoes are not only delicious but a wholesome addition to any meal.","Experience the versatile and flavorful goodness of our 10 lb bag of premium Red Potatoes. These fresh, hand-selected beauties boast a tender, smooth texture and a subtly sweet taste, making them a perfect choice for a wide range of dishes. Ideal for roasting, boiling, mashing, or creating a stunning potato salad, these ruby-red gems will elevate your culinary game. Rich in essential nutrients and naturally gluten-free, our Red Potatoes are not only delicious but a wholesome addition to any meal.",Fresh Produce,https://i5.walmartimages.com/asr/feac494a-fe2f-42c0-b094-8ab40263d6ac.ded5cb87844668699c50dbae1a19d7f6.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/feac494a-fe2f-42c0-b094-8ab40263d6ac.ded5cb87844668699c50dbae1a19d7f6.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/feac494a-fe2f-42c0-b094-8ab40263d6ac.ded5cb87844668699c50dbae1a19d7f6.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
Mann's Organic-Biologique Vegetable Medley,3.46,Mann's™ Organic-Biologique Vegetable Medley.Three generations.Est. 1939.Washed and ready to eat.Perishable.Net Weight 284 g / 10 oz. Keep refrigerated.,"Vegetable Medley, Organic Three generations. Est. 1939. Washed and ready to eat. We have been dedicated to providing the highest quality organic vegetables to your family for over the past decade. Farming has been a third generation family business since 1939 and all our vegetables are grown on family-owned farms. Rest assured-sustainable methods are utilized while growing these great tasting veggies that help keep you happy and healthy! For More Information Contact Us: Mann's Customer Service PO Box 690, Salinas, CA 93902; 800-285-1002. USDA organic. Certified organic by CCOF. Product of USA.",Fresh Produce,https://i5.walmartimages.com/asr/8b0666ed-b2e6-4a50-a506-f4a81848f598.c5abeed5fd3ec68d14041bd5f39349b9.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/8b0666ed-b2e6-4a50-a506-f4a81848f598.c5abeed5fd3ec68d14041bd5f39349b9.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/8b0666ed-b2e6-4a50-a506-f4a81848f598.c5abeed5fd3ec68d14041bd5f39349b9.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
Mann's Organic Biologique Broccoli Florets Fresh,3.98,"Broccoli Florets, Organic, Bag 10 OZ Three generations. Est. 1939. We have been dedicated to providing the highest quality organic vegetables to your family for over the past decade. Farming has been a third generation family business since 1939 and all our vegetables are grown on family-owned farms. Rest assured-sustainable methods are utilized while growing these great tasting veggies that help keep you happy and healthy! For information contact us: Mann's Customer Service P.O. Box 690, Salinas, CA 93902; 800-285-1002. USDA organic. Certified organic by CCOF. Product of USA. Keep refrigerated. Washed and ready to eat. Perishable. Toss in some freshness! Steam broccoli; chop finely and sprinkle over nachos, pizza, scrambled eggs or cheesy pasta. Steam on the stove top using chicken or vegetable broth versus water for more flavor. Saute using fresh herbs and olive oil. 10 oz (284 g) Salinas, CA 93901 800-285-1002","Broccoli Florets, Organic Three generations. Est. 1939. We have been dedicated to providing the highest quality organic vegetables to your family for over the past decade. Farming has been a third generation family business since 1939 and all our vegetables are grown on family-owned farms. Rest assured-sustainable methods are utilized while growing these great tasting veggies that help keep you happy and healthy! For information contact us: Mann's Customer Service P.O. Box 690, Salinas, CA 93902; 800-285-1002. USDA organic. Certified organic by CCOF. Product of USA.",Mann's,https://i5.walmartimages.com/asr/01845438-0776-4fcb-8084-a9b9309bd4bd_1.db6b87feb4ae5e5d811a4c95a7a04684.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/01845438-0776-4fcb-8084-a9b9309bd4bd_1.db6b87feb4ae5e5d811a4c95a7a04684.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/01845438-0776-4fcb-8084-a9b9309bd4bd_1.db6b87feb4ae5e5d811a4c95a7a04684.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Fresh Romaine Lettuce Hearts 3 Count, Each",3.42,"Make your salads wholesome and filling with the addition of Romaine Lettuce Hearts. This three-pack contains three tall heads of sturdy dark green leaves with firm ribs down their centers. This type of lettuce has extremely low-calorie content and high-water volume, and it's full of an impressive array of vitamins, minerals, and essential antioxidants, making it a nutritious addition to any meal! Create a fresh salad with cherry tomatoes, cucumbers, and garlic croutons, add some leaves to your smoothie, or use the structure of them for lettuce wraps. The options are endless when it comes to this versatile vegetable! Make sure you get your daily greens with these Romaine Lettuce Hearts. Also known as Lechuga romana, Yau mak, Romaine and Romaine around the world.","Fresh Romaine Hearts, 3 pack Hearts feature mostly inner leaves that are lighter in color and have a sweeter taste Extremely low-calorie content and high-water volume Packed full of vitamins, minerals, and antioxidants Great addition to any meal Use for salads, smoothies, lettuce wraps, sandwiches, and more",Fresh Produce,https://i5.walmartimages.com/asr/0128a703-2f16-41b0-8cb0-341efa76f0ae.364b5a686a122fe767a464efa45132f9.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/0128a703-2f16-41b0-8cb0-341efa76f0ae.364b5a686a122fe767a464efa45132f9.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/0128a703-2f16-41b0-8cb0-341efa76f0ae.364b5a686a122fe767a464efa45132f9.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,Other,produce
"Diced Onions, 16 oz",2.88,"Spice up your dinner with diced onions, 16 oz. Instead of cutting up onions for meals, these are already diced for convenience. This onion container is filled to the brim with certified Cajun onions straight from Louisiana. They'll spice up a meal quickly and easily. Put them in with meat as you cook for extra flavor or add them to sauteed mushrooms. These cut onions come in a resealable container so you can use as much or as little as you want and keep them fresh. Use them for extra flavor and convenient quick cooking. Diced Onions, 16 oz:",Product of Louisiana Certified Cajun to spice Fresh-cut onions for convenience Resealable container to ensure freshness,Marketside,https://i5.walmartimages.com/asr/41f328a3-32e9-4e76-96ff-4ae1cfff3684_1.b5110d55a6c56430da809bcdfb770f7d.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/41f328a3-32e9-4e76-96ff-4ae1cfff3684_1.b5110d55a6c56430da809bcdfb770f7d.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/41f328a3-32e9-4e76-96ff-4ae1cfff3684_1.b5110d55a6c56430da809bcdfb770f7d.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,White,produce
Diced Peppers 16 Oz,3.48,short description is not available,Diced Peppers 16 Oz,Fresh Produce,https://i5.walmartimages.com/asr/e88a45d3-97b8-4ce7-a300-1f8cb127e531_1.2f7332a57d0793c3e5afc56d6cbc04e2.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/e88a45d3-97b8-4ce7-a300-1f8cb127e531_1.2f7332a57d0793c3e5afc56d6cbc04e2.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/e88a45d3-97b8-4ce7-a300-1f8cb127e531_1.2f7332a57d0793c3e5afc56d6cbc04e2.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
Alfalfa Sprouts Us 6/4oz,1.37,"Sprout Blend, Alfalfa and Clover 4 oz (113 g) 100% natural. No preservatives. Product of the USA. Tamper resistant package - pull tabs to open. Perishable. Keep refrigerated. Wash before eating. 4 oz (113 g) Baltimore, MD 21224 877-747-1277","Sprout Blend, Alfalfa and Clover 100% natural. No preservatives. Product of the USA.",Melissa's,https://i5.walmartimages.com/asr/ada8ebf7-2ef6-4666-ae39-afc5ad79c0b0_1.382087bb029013440165a2612a69195e.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/ada8ebf7-2ef6-4666-ae39-afc5ad79c0b0_1.382087bb029013440165a2612a69195e.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/ada8ebf7-2ef6-4666-ae39-afc5ad79c0b0_1.382087bb029013440165a2612a69195e.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
Fresh Bean Sprouts 8oz,3.44,short description is not available,"Bean Sprouts 100% natural. Naturally low fat. No preservatives. Bean sprouts are a delicious way to add the low-fat goodness of vegetables to your family's meals. Our sprouts are grown using just water, so they make a tasty, crunchy addition to salads, sandwiches, and soups. We are committed to providing you and your family with fresh and wholesome sprouts. We back this commitment with the most stringent quality control and safety procedures in the sprout industry. Or visit our website at www.broccosprouts.com. Grown in the USA.",Melissa's,https://i5.walmartimages.com/asr/2bedff6f-6086-4782-9b81-ba69ef919303_1.35e4d6bd9f7de209b6c2863d380428c0.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/2bedff6f-6086-4782-9b81-ba69ef919303_1.35e4d6bd9f7de209b6c2863d380428c0.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/2bedff6f-6086-4782-9b81-ba69ef919303_1.35e4d6bd9f7de209b6c2863d380428c0.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
Alfalfa Sprouts Us 6/6oz,0.97,short description is not available,Alfalfa Sprouts Us 6/6oz,,https://i5.walmartimages.com/asr/68e7eeae-5e52-455f-88dd-83c0cb2f2be6_1.ce14b1a82031651c4ef9c92d5e84e8cb.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/68e7eeae-5e52-455f-88dd-83c0cb2f2be6_1.ce14b1a82031651c4ef9c92d5e84e8cb.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/68e7eeae-5e52-455f-88dd-83c0cb2f2be6_1.ce14b1a82031651c4ef9c92d5e84e8cb.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
